dataset,assignment,id,link,start,code
Fall2016,guess1Lab,34f3c21f-6427-4ff7-ae0e-c35877e362dc,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=34f3c21f-6427-4ff7-ae0e-c35877e362dc&start=201112&end=209750&snapshots=true,201112,201112
Fall2016,guess1Lab,3ae58700-4575-4bbe-af81-579f02460c8e,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=3ae58700-4575-4bbe-af81-579f02460c8e&start=183143&end=197218&snapshots=true,183143,190138
Fall2016,guess1Lab,3fafce5a-23e8-4ddc-ad72-43d087b3b2e3,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=3fafce5a-23e8-4ddc-ad72-43d087b3b2e3&start=230200&end=241926&snapshots=true,230200,231753
Fall2016,guess1Lab,413bd0ba-2155-4c3d-9691-44d9ce824e41,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=413bd0ba-2155-4c3d-9691-44d9ce824e41&start=227887&end=241779&snapshots=true,227887,231860
Fall2016,guess1Lab,423d2f55-ff4c-445f-8d78-729abadd0abd,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=423d2f55-ff4c-445f-8d78-729abadd0abd&start=211977&end=223544&snapshots=true,211977,217078
Fall2016,guess1Lab,495c88a5-536f-470e-bd6d-7b1c2e416002,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=495c88a5-536f-470e-bd6d-7b1c2e416002&start=215142&end=223830&snapshots=true,215142,215142
Fall2016,guess1Lab,52f1a91e-7d8b-44ed-a8d1-e28d2d77ba0d,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=52f1a91e-7d8b-44ed-a8d1-e28d2d77ba0d&start=226760&end=231720&snapshots=true,226760,226760
Fall2016,guess1Lab,57ee06d5-77bb-47bc-9b78-368a7c2fe3c2,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=57ee06d5-77bb-47bc-9b78-368a7c2fe3c2&start=216879&end=223813&snapshots=true,216879,216879
Fall2016,guess1Lab,5e51bd2f-8218-4301-94c5-f30e5d9726bc,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=5e51bd2f-8218-4301-94c5-f30e5d9726bc&start=201188&end=210413&snapshots=true,201188,204023
Fall2016,guess1Lab,6af85a7a-e708-449e-82b6-4d6d08bf5664,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=6af85a7a-e708-449e-82b6-4d6d08bf5664&start=232432&end=238976&snapshots=true,232432,232432
Fall2016,guess1Lab,73e576b2-c95c-4cc0-8c3a-a71d80d7fb02,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=73e576b2-c95c-4cc0-8c3a-a71d80d7fb02&start=216771&end=224726&snapshots=true,216771,216771
Fall2016,guess1Lab,7af91c8c-5c22-4793-a026-24ddca3184b0,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=7af91c8c-5c22-4793-a026-24ddca3184b0&start=200925&end=205090&snapshots=true,200925,200925
Fall2016,guess1Lab,7e3cc0c3-b245-4c5d-9a12-dae61b2b0924,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=7e3cc0c3-b245-4c5d-9a12-dae61b2b0924&start=190116&end=197368&snapshots=true,190116,190116
Fall2016,guess1Lab,821f7bb0-6b64-4e8e-bb1a-fd35f0ff696c,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=821f7bb0-6b64-4e8e-bb1a-fd35f0ff696c&start=201191&end=206480&snapshots=true,201191,204623
Fall2016,guess1Lab,82531825-e32b-4f71-a67f-0cb51affe831,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=82531825-e32b-4f71-a67f-0cb51affe831&start=236808&end=242511&snapshots=true,236808,236808
Fall2016,guess1Lab,847e6dcc-8e8b-4894-9b14-bf46d0618e75,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=847e6dcc-8e8b-4894-9b14-bf46d0618e75&start=190255&end=198410&snapshots=true,190255,190255
Fall2016,guess1Lab,8b097cd3-2e25-4b34-9b22-8f4f07bc4e4b,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=8b097cd3-2e25-4b34-9b22-8f4f07bc4e4b&start=187856&end=198987&snapshots=true,187856,190248
Fall2016,guess1Lab,8c11e6c1-12a2-41d9-873c-7f2351158f93,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=8c11e6c1-12a2-41d9-873c-7f2351158f93&start=201181&end=210588&snapshots=true,201181,204590
Fall2016,guess1Lab,8d0f6edc-cdec-4629-9ffd-55d7e6a9c2fe,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=8d0f6edc-cdec-4629-9ffd-55d7e6a9c2fe&start=192461&end=200622&snapshots=true,192461,192461
Fall2016,guess1Lab,92ce1f93-3392-4f5b-a111-c17bac56aee0,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=92ce1f93-3392-4f5b-a111-c17bac56aee0&start=232276&end=242462&snapshots=true,232276,232276
Fall2016,guess1Lab,94e0ca71-2969-4618-ac31-756a69ba1916,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=94e0ca71-2969-4618-ac31-756a69ba1916&start=212181&end=223849&snapshots=true,212181,216875
Fall2016,guess1Lab,94ee8d08-11f6-486e-8c88-bd93ba336277,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=94ee8d08-11f6-486e-8c88-bd93ba336277&start=211893&end=222292&snapshots=true,211893,216403
Fall2016,guess1Lab,98d0d070-1f42-4cc7-98d1-620e295f5998,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=98d0d070-1f42-4cc7-98d1-620e295f5998&start=200811&end=208314&snapshots=true,200811,203066
Fall2016,guess1Lab,9b1e7d7a-a94d-408c-b9c4-5821bff3ec99,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=9b1e7d7a-a94d-408c-b9c4-5821bff3ec99&start=226966&end=241380&snapshots=true,226966,232745
Fall2016,guess1Lab,a2cb790d-d017-450d-aea1-fbb3e29bf449,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=a2cb790d-d017-450d-aea1-fbb3e29bf449&start=183210&end=194190&snapshots=true,183210,190325
Fall2016,guess1Lab,a49b944a-4d26-46fa-92b7-63413f70f96f,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=a49b944a-4d26-46fa-92b7-63413f70f96f&start=227088&end=243278&snapshots=true,227088,232133
Fall2016,guess1Lab,a6aad624-de62-4886-bf92-be6dbc7d9a4e,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=a6aad624-de62-4886-bf92-be6dbc7d9a4e&start=226744&end=240327&snapshots=true,226744,226744
Fall2016,guess1Lab,ab587039-a81b-4412-bdec-9bc0bce5df0f,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=ab587039-a81b-4412-bdec-9bc0bce5df0f&start=183207&end=195576&snapshots=true,183207,189358
Fall2016,guess1Lab,ac48da8c-1a1a-4d9f-842f-8af67df635bc,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=ac48da8c-1a1a-4d9f-842f-8af67df635bc&start=212209&end=224621&snapshots=true,212209,216942
Fall2016,guess1Lab,b31d6987-0fb3-4ee7-9a4d-fae0af2212f1,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=b31d6987-0fb3-4ee7-9a4d-fae0af2212f1&start=212190&end=223278&snapshots=true,212190,216905
Fall2016,guess1Lab,b3a92bca-d9bc-4553-9498-9cb9feb2ef09,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=b3a92bca-d9bc-4553-9498-9cb9feb2ef09&start=201196&end=206491&snapshots=true,201196,204153
Fall2016,guess1Lab,bba76353-ad96-489e-9e62-c264fedd03cd,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=bba76353-ad96-489e-9e62-c264fedd03cd&start=201403&end=210627&snapshots=true,201403,204325
Fall2016,guess1Lab,bf8bfe86-99ab-4241-954c-5919964c4814,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=bf8bfe86-99ab-4241-954c-5919964c4814&start=227061&end=235050&snapshots=true,227061,231695
Fall2016,guess1Lab,c09e2627-b386-4f62-bb10-62e8a7543d2b,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=c09e2627-b386-4f62-bb10-62e8a7543d2b&start=212723&end=223123&snapshots=true,212723,216793
Fall2016,guess1Lab,c0e3080d-98c0-42dc-8939-5b2aab6c7e73,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=c0e3080d-98c0-42dc-8939-5b2aab6c7e73&start=183215&end=195783&snapshots=true,183215,190671
Fall2016,guess1Lab,c770abb0-c973-4079-be84-88ee6802fd4f,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=c770abb0-c973-4079-be84-88ee6802fd4f&start=226747&end=231487&snapshots=true,226747,226747
Fall2016,guess1Lab,cbda4526-377a-4541-a2f7-cc3914af8907,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=cbda4526-377a-4541-a2f7-cc3914af8907&start=190319&end=198713&snapshots=true,190319,190319
Fall2016,guess1Lab,ce060315-0697-461f-bbac-9459417eccd3,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=ce060315-0697-461f-bbac-9459417eccd3&start=227352&end=240714&snapshots=true,227352,232445
Fall2016,guess1Lab,d166e87f-a82a-4e0c-b5fe-0d4c0483efc6,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=d166e87f-a82a-4e0c-b5fe-0d4c0483efc6&start=201354&end=208357&snapshots=true,201354,201354
Fall2016,guess1Lab,d1a3f3ad-c3f0-4c34-99fc-3abb11725ba7,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=d1a3f3ad-c3f0-4c34-99fc-3abb11725ba7&start=200759&end=204476&snapshots=true,200759,200759
Fall2016,guess1Lab,d3d836e7-e967-4ea7-924c-d3a0ac4c3644,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=d3d836e7-e967-4ea7-924c-d3a0ac4c3644&start=226981&end=241868&snapshots=true,226981,232253
Fall2016,guess1Lab,e5d77a83-57cd-4331-92ca-d744abcbecfe,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=e5d77a83-57cd-4331-92ca-d744abcbecfe&start=189806&end=195483&snapshots=true,189806,189806
Fall2016,guess1Lab,e5fcad14-dbb8-4a62-8eb5-3a229e12e1ba,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=e5fcad14-dbb8-4a62-8eb5-3a229e12e1ba&start=227034&end=242788&snapshots=true,227034,232658
Fall2016,guess1Lab,ef0a6c48-e406-4dfd-a784-0e4377c8203f,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=ef0a6c48-e406-4dfd-a784-0e4377c8203f&start=227044&end=241310&snapshots=true,227044,232115
Fall2016,guess1Lab,f5b33a50-838c-4081-988c-ca69fc9b511a,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=f5b33a50-838c-4081-988c-ca69fc9b511a&start=200948&end=209894&snapshots=true,200948,204229
Fall2016,guess1Lab,f91737eb-3c2b-453b-a950-be4517130c9c,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=f91737eb-3c2b-453b-a950-be4517130c9c&start=183272&end=195455&snapshots=true,183272,184951
Fall2016,guess1Lab,fe8e6eac-5c8b-491b-84c0-e9b165d64510,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=fe8e6eac-5c8b-491b-84c0-e9b165d64510&start=212245&end=224110&snapshots=true,212245,217269
Fall2016,guess3Lab,04fb24ac-27b8-40f4-bc98-2a2a80cc741a,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=04fb24ac-27b8-40f4-bc98-2a2a80cc741a&start=225585&end=318003&snapshots=true,225585,225585
Fall2016,guess3Lab,078e141a-d5b9-4507-9b6c-0c3b0ddd95be,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=078e141a-d5b9-4507-9b6c-0c3b0ddd95be&start=271578&end=284439&snapshots=true,271578,271578
Fall2016,guess3Lab,0c07c76c-a63b-40ae-89df-6c657726838f,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=0c07c76c-a63b-40ae-89df-6c657726838f&start=299719&end=320115&snapshots=true,299719,305384
Fall2016,guess3Lab,0c167649-1e20-41c7-ab4d-2d1aa7d9d132,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=0c167649-1e20-41c7-ab4d-2d1aa7d9d132&start=305910&end=319235&snapshots=true,305910,305910
Fall2016,guess3Lab,18544574-6728-4bca-9bfa-3f935c36cd94,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=18544574-6728-4bca-9bfa-3f935c36cd94&start=288251&end=298769&snapshots=true,288251,288251
Fall2016,guess3Lab,20d7ac48-2a41-4bd1-9850-df11df9c6ac1,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=20d7ac48-2a41-4bd1-9850-df11df9c6ac1&start=270980&end=284448&snapshots=true,270980,270980
Fall2016,guess3Lab,25376dcf-a293-4d26-a27b-69227823f4a4,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=25376dcf-a293-4d26-a27b-69227823f4a4&start=322355&end=335710&snapshots=true,322355,322355
Fall2016,guess3Lab,25a6b1bb-bc83-4405-a6e1-85711d48bc21,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=25a6b1bb-bc83-4405-a6e1-85711d48bc21&start=308663&end=316894&snapshots=true,308663,308663
Fall2016,guess3Lab,299190a8-d26b-486c-afbd-f34e6092b5aa,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=299190a8-d26b-486c-afbd-f34e6092b5aa&start=330540&end=339027&snapshots=true,330540,330540
Fall2016,guess3Lab,2c8c1771-4184-44f6-9f96-a2ce07719645,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=2c8c1771-4184-44f6-9f96-a2ce07719645&start=321497&end=339217&snapshots=true,321497,328111
Fall2016,guess3Lab,2dee797a-5367-4acb-b459-e79dae895bd6,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=2dee797a-5367-4acb-b459-e79dae895bd6&start=305445&end=313450&snapshots=true,305445,305445
Fall2016,guess3Lab,32783740-aeae-4db4-9d1a-b3799bc59d81,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=32783740-aeae-4db4-9d1a-b3799bc59d81&start=299795&end=320559&snapshots=true,299795,307970
Fall2016,guess3Lab,3ae58700-4575-4bbe-af81-579f02460c8e,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=3ae58700-4575-4bbe-af81-579f02460c8e&start=263806&end=285405&snapshots=true,263806,270026
Fall2016,guess3Lab,41302d53-709d-45e3-bdf5-8b5de003389a,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=41302d53-709d-45e3-bdf5-8b5de003389a&start=263750&end=285988&snapshots=true,263750,274692
Fall2016,guess3Lab,423d2f55-ff4c-445f-8d78-729abadd0abd,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=423d2f55-ff4c-445f-8d78-729abadd0abd&start=299746&end=320290&snapshots=true,299746,306577
Fall2016,guess3Lab,49200485-e2d6-48b0-8666-a1ff6ae2a16f,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=49200485-e2d6-48b0-8666-a1ff6ae2a16f&start=328489&end=339096&snapshots=true,328489,328489
Fall2016,guess3Lab,4a5a9ecb-e634-4f08-a115-47b283849dea,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=4a5a9ecb-e634-4f08-a115-47b283849dea&start=270418&end=279842&snapshots=true,270418,270418
Fall2016,guess3Lab,505803ff-139c-4193-adc9-75b32df8e162,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=505803ff-139c-4193-adc9-75b32df8e162&start=288225&end=299067&snapshots=true,288225,288225
Fall2016,guess3Lab,52f1a91e-7d8b-44ed-a8d1-e28d2d77ba0d,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=52f1a91e-7d8b-44ed-a8d1-e28d2d77ba0d&start=321955&end=332748&snapshots=true,321955,321955
Fall2016,guess3Lab,57705505-9e09-47b2-b70d-bb1b1b665116,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=57705505-9e09-47b2-b70d-bb1b1b665116&start=263744&end=284584&snapshots=true,263744,270699
Fall2016,guess3Lab,618070f1-602b-4821-9061-edd9d09de170,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=618070f1-602b-4821-9061-edd9d09de170&start=328341&end=339260&snapshots=true,328341,328341
Fall2016,guess3Lab,62a4a1c3-403c-470b-bc2c-8ee1a878652f,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=62a4a1c3-403c-470b-bc2c-8ee1a878652f&start=299663&end=317957&snapshots=true,299663,305766
Fall2016,guess3Lab,650d7bf4-2f6b-42e5-8592-c08fbca66fb1,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=650d7bf4-2f6b-42e5-8592-c08fbca66fb1&start=328039&end=338288&snapshots=true,328039,328039
Fall2016,guess3Lab,6db5947d-4adc-43bc-aaef-90a302998bd0,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=6db5947d-4adc-43bc-aaef-90a302998bd0&start=304348&end=317839&snapshots=true,304348,304348
Fall2016,guess3Lab,70481592-09e8-45e4-968b-6890078e2de7,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=70481592-09e8-45e4-968b-6890078e2de7&start=288461&end=299069&snapshots=true,288461,288461
Fall2016,guess3Lab,7199d7f2-c353-4422-8339-6cbcf4e82b73,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=7199d7f2-c353-4422-8339-6cbcf4e82b73&start=270416&end=284338&snapshots=true,270416,270416
Fall2016,guess3Lab,73890200-57e0-4327-881c-dfb81211b2a6,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=73890200-57e0-4327-881c-dfb81211b2a6&start=285977&end=297182&snapshots=true,285977,288598
Fall2016,guess3Lab,76f3ccb3-3299-4341-83ed-d077dab69b69,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=76f3ccb3-3299-4341-83ed-d077dab69b69&start=286013&end=296035&snapshots=true,286013,288759
Fall2016,guess3Lab,84b2fef3-3166-4063-aa31-816c86c593d1,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=84b2fef3-3166-4063-aa31-816c86c593d1&start=328471&end=339204&snapshots=true,328471,328471
Fall2016,guess3Lab,8d0f6edc-cdec-4629-9ffd-55d7e6a9c2fe,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=8d0f6edc-cdec-4629-9ffd-55d7e6a9c2fe&start=243578&end=285816&snapshots=true,243578,278477
Fall2016,guess3Lab,8fd93a05-e815-404e-87f5-5eb26be768bf,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=8fd93a05-e815-404e-87f5-5eb26be768bf&start=299812&end=318117&snapshots=true,299812,305560
Fall2016,guess3Lab,97c32e64-5809-4097-9fd8-4ca93875953a,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=97c32e64-5809-4097-9fd8-4ca93875953a&start=270366&end=285855&snapshots=true,270366,270366
Fall2016,guess3Lab,99dc0d9a-7540-48da-853e-7048ba9d8d52,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=99dc0d9a-7540-48da-853e-7048ba9d8d52&start=283092&end=285973&snapshots=true,283092,283092
Fall2016,guess3Lab,9b1e7d7a-a94d-408c-b9c4-5821bff3ec99,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=9b1e7d7a-a94d-408c-b9c4-5821bff3ec99&start=329124&end=339476&snapshots=true,329124,329124
Fall2016,guess3Lab,9fa02ab9-5224-4c05-b44c-c81d58acc11b,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=9fa02ab9-5224-4c05-b44c-c81d58acc11b&start=286093&end=299066&snapshots=true,286093,286093
Fall2016,guess3Lab,a4b3ab12-4230-4c4b-8354-afa7c3ce6972,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=a4b3ab12-4230-4c4b-8354-afa7c3ce6972&start=321834&end=338922&snapshots=true,321834,327987
Fall2016,guess3Lab,ad8b6214-49bf-46b5-83ab-1e6a48a3a702,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=ad8b6214-49bf-46b5-83ab-1e6a48a3a702&start=321528&end=337862&snapshots=true,321528,328347
Fall2016,guess3Lab,afd766b1-349b-4b22-bdae-180cff1081ab,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=afd766b1-349b-4b22-bdae-180cff1081ab&start=289350&end=297649&snapshots=true,289350,289350
Fall2016,guess3Lab,b62efbd8-b515-45f7-8508-6e0f257b47a5,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=b62efbd8-b515-45f7-8508-6e0f257b47a5&start=327984&end=338862&snapshots=true,327984,327984
Fall2016,guess3Lab,b830a2dd-e063-4914-808a-9857fc653072,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=b830a2dd-e063-4914-808a-9857fc653072&start=286032&end=298853&snapshots=true,286032,288430
Fall2016,guess3Lab,c0abbe0d-5694-4a98-9b97-d417a3e7fcea,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=c0abbe0d-5694-4a98-9b97-d417a3e7fcea&start=306686&end=320464&snapshots=true,306686,306686
Fall2016,guess3Lab,c204c664-5175-4093-83e2-35be7085b403,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=c204c664-5175-4093-83e2-35be7085b403&start=328442&end=337030&snapshots=true,328442,328442
Fall2016,guess3Lab,c770abb0-c973-4079-be84-88ee6802fd4f,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=c770abb0-c973-4079-be84-88ee6802fd4f&start=266865&end=338329&snapshots=true,266865,266865
Fall2016,guess3Lab,cc5ddf34-7b2d-4600-926a-b4c20bd15a8d,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=cc5ddf34-7b2d-4600-926a-b4c20bd15a8d&start=321480&end=337533&snapshots=true,321480,328160
Fall2016,guess3Lab,d1a3f3ad-c3f0-4c34-99fc-3abb11725ba7,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=d1a3f3ad-c3f0-4c34-99fc-3abb11725ba7&start=270471&end=294006&snapshots=true,270471,289147
Fall2016,guess3Lab,d68ed231-74df-459c-89b6-9ea86bd89478,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=d68ed231-74df-459c-89b6-9ea86bd89478&start=323833&end=335954&snapshots=true,323833,328257
Fall2016,guess3Lab,ddd0155c-f162-4158-8e26-c6a7403b7666,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=ddd0155c-f162-4158-8e26-c6a7403b7666&start=288264&end=298578&snapshots=true,288264,288264
Fall2016,guess3Lab,e1cb5e86-bfc8-4bac-a07f-3c555bee2c5e,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=e1cb5e86-bfc8-4bac-a07f-3c555bee2c5e&start=270516&end=284335&snapshots=true,270516,270516
Fall2016,guess3Lab,e340f88d-36a4-4926-be97-26574ce00f27,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=e340f88d-36a4-4926-be97-26574ce00f27&start=328000&end=336096&snapshots=true,328000,328000
Fall2016,guess3Lab,e5fcad14-dbb8-4a62-8eb5-3a229e12e1ba,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=e5fcad14-dbb8-4a62-8eb5-3a229e12e1ba&start=328327&end=339235&snapshots=true,328327,328327
Fall2016,guess3Lab,e69a2e74-6558-4ddb-9f31-2189a3c76d3d,http://arena.csc.ncsu.edu/snap/logging/view/display.php?id=e69a2e74-6558-4ddb-9f31-2189a3c76d3d&start=263781&end=279708&snapshots=true,263781,270886
