Project ID,Graded ID,Greet by name,Store random number,Loop until it's guessed,Ask for guess,Tell if too high/low,Tell if correct
92ce1f93-3392-4f5b-a111-c17bac56aee0,242462,2,2,1,1,1,2
94e0ca71-2969-4618-ac31-756a69ba1916,223849,2,2,2,2,2,1
94ee8d08-11f6-486e-8c88-bd93ba336277,222292,2,2,2,2,2,2
98d0d070-1f42-4cc7-98d1-620e295f5998,208314,2,2,2,2,2,2
9b1e7d7a-a94d-408c-b9c4-5821bff3ec99,241380,2,2,2,1,2,2
a2cb790d-d017-450d-aea1-fbb3e29bf449,194190,2,2,2,2,2,2
a49b944a-4d26-46fa-92b7-63413f70f96f,243278,2,2,2,2,2,2
a6aad624-de62-4886-bf92-be6dbc7d9a4e,240327,2,2,2,2,2,2
ab587039-a81b-4412-bdec-9bc0bce5df0f,195576,2,2,2,2,2,2
ac48da8c-1a1a-4d9f-842f-8af67df635bc,224621,2,2,2,2,2,2
b31d6987-0fb3-4ee7-9a4d-fae0af2212f1,223278,2,2,2,2,2,2
b3a92bca-d9bc-4553-9498-9cb9feb2ef09,206491,2,2,2,2,2,2
bba76353-ad96-489e-9e62-c264fedd03cd,210627,2,2,2,2,2,2
bf8bfe86-99ab-4241-954c-5919964c4814,235050,2,2,2,2,2,2
c09e2627-b386-4f62-bb10-62e8a7543d2b,223123,2,2,2,2,2,2
c0e3080d-98c0-42dc-8939-5b2aab6c7e73,195783,2,2,2,2,2,2
c770abb0-c973-4079-be84-88ee6802fd4f,231487,2,2,2,2,2,2
cbda4526-377a-4541-a2f7-cc3914af8907,198713,2,2,2,2,2,2
ce060315-0697-461f-bbac-9459417eccd3,240714,1,2,2,2,2,2
d166e87f-a82a-4e0c-b5fe-0d4c0483efc6,208357,2,2,2,2,2,2
d1a3f3ad-c3f0-4c34-99fc-3abb11725ba7,204476,2,2,2,2,2,2
d3d836e7-e967-4ea7-924c-d3a0ac4c3644,241868,2,2,2,2,1,2
e5d77a83-57cd-4331-92ca-d744abcbecfe,195483,2,2,2,2,2,2
e5fcad14-dbb8-4a62-8eb5-3a229e12e1ba,242788,2,2,2,2,2,2
ef0a6c48-e406-4dfd-a784-0e4377c8203f,241310,2,2,2,2,2,2
f5b33a50-838c-4081-988c-ca69fc9b511a,209894,2,2,2,2,2,2
f91737eb-3c2b-453b-a950-be4517130c9c,195455,2,2,2,2,2,2
fe8e6eac-5c8b-491b-84c0-e9b165d64510,224110,2,2,2,2,2,2
,,,,,,,
Conflicts: ,9,,,,,,
Remaining:,0,,,,,,
