traceID,RowID,CustomBlock,DrawAnything,MoveSquarelikeThing,CreateUseParameterCorrectly,RepeatCorrectNumberOfTimes,MoveVariably,MoveSquirally
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96399,1,1,1,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96420,1,1,1,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96426,1,1,1,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96429,1,1,1,1,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96443,1,1,1,1,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96445,1,1,1,1,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96455,1,1,1,1,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96462,1,1,1,1,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96464,1,1,1,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96465,1,1,1,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96477,1,1,1,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96478,1,1,1,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96526,1,0,0,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96533,1,0,0,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96539,1,0,0,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96548,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96552,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96570,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96572,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96598,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96601,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96606,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96608,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96609,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96617,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96626,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96627,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96629,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96644,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96648,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96652,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96654,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96669,1,1,1,1,1,1,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96683,1,1,1,1,1,1,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96687,1,1,1,1,1,1,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96705,1,1,1,1,1,1,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96706,1,1,1,1,1,1,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96711,1,1,1,1,1,1,1
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96719,1,1,1,1,1,1,1
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96727,1,1,1,1,1,1,1
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96737,1,1,1,1,1,1,1
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96739,1,1,1,1,1,1,1
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96744,1,1,1,1,1,1,1
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96745,1,0,0,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96749,1,0,0,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96752,1,0,0,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96759,1,0,0,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96761,1,0,0,0,0,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96767,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96768,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96770,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96784,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96786,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96796,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96797,1,1,1,1,1,0,0
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96805,1,1,1,1,1,1,1
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96807,1,1,1,1,1,1,1
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96816,1,1,1,1,1,1,1
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96903,1,1,1,1,1,1,1
4f8dbe1d-4411-4d0f-889d-694bdd1c4312,96922,1,1,1,1,1,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160607,0,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160612,0,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160613,0,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160614,0,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160616,0,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160617,0,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160618,0,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160621,0,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160622,0,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160623,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160624,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160626,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160628,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160632,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160637,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160640,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160641,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160645,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160648,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160651,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160656,1,0,0,0,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160659,1,0,0,1,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160660,1,0,0,1,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160661,1,0,1,1,0,0,0
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160664,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160665,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160667,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160671,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160675,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160677,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160682,1,1,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160684,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160685,1,1,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160686,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160687,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160688,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160689,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160690,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160693,1,1,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160694,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160695,1,1,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160696,1,0,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160697,1,1,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160699,1,1,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160701,1,1,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160702,1,1,1,1,0,1,1
561230fb-99ef-4135-b6ea-c5a4d27abcb4,160704,1,1,1,1,0,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156396,0,0,0,0,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156401,0,0,0,0,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156404,0,0,0,0,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156405,0,0,0,0,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156406,0,0,0,0,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156407,0,0,0,0,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156411,0,0,0,0,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156415,1,0,0,0,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156418,1,0,0,0,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156422,1,0,0,0,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156425,1,0,0,0,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156428,1,0,0,1,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156429,1,0,0,1,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156433,1,1,0,1,0,0,0
72ff8569-f373-444f-b728-f37e00ed2589,156436,1,1,0,1,0,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156439,1,1,0,1,0,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156440,1,1,1,1,1,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156444,1,1,1,1,1,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156445,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156446,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156448,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156451,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156453,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156454,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156456,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156458,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156463,1,1,1,1,1,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156466,1,1,1,1,1,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156467,1,1,1,1,1,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156469,1,1,1,1,1,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156471,1,1,1,1,1,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156473,1,1,1,1,1,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156474,1,1,1,1,1,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156475,1,1,1,1,1,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156476,1,1,1,1,1,1,0
72ff8569-f373-444f-b728-f37e00ed2589,156477,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156479,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156481,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156483,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156485,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156487,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156489,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156490,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156492,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156494,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156496,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156498,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156500,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156502,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156504,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156506,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156508,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156511,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156513,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156515,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156517,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156519,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156521,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156523,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156525,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156528,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156530,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156532,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156534,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156538,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156542,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156544,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156546,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156547,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156548,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156550,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156552,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156553,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156554,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156556,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156558,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156560,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156562,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156564,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156566,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156569,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156570,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156571,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156573,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156575,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156577,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156579,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156581,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156583,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156585,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156586,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156588,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156589,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156591,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156593,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156594,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156601,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156606,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156608,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156609,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156611,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156613,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156615,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156616,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156618,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156620,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156622,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156624,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156626,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156627,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156629,1,1,1,1,1,1,1
72ff8569-f373-444f-b728-f37e00ed2589,156631,1,1,1,1,1,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182134,0,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182139,0,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182140,0,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182141,0,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182142,0,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182144,0,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182149,0,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182150,0,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182155,1,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182156,1,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182157,1,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182161,1,0,0,0,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182164,1,0,0,1,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182168,1,1,0,1,0,0,0
78011410-3bf6-4dff-a643-566e0af843c2,182171,1,1,0,1,0,1,0
78011410-3bf6-4dff-a643-566e0af843c2,182174,1,1,0,1,0,1,0
78011410-3bf6-4dff-a643-566e0af843c2,182175,1,1,1,1,0,1,0
78011410-3bf6-4dff-a643-566e0af843c2,182178,1,1,1,1,0,1,0
78011410-3bf6-4dff-a643-566e0af843c2,182181,1,1,1,1,0,1,0
78011410-3bf6-4dff-a643-566e0af843c2,182185,1,1,1,1,0,1,0
78011410-3bf6-4dff-a643-566e0af843c2,182186,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182187,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182191,1,1,0,1,0,1,0
78011410-3bf6-4dff-a643-566e0af843c2,182192,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182196,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182197,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182199,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182200,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182202,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182204,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182205,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182206,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182207,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182210,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182211,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182212,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182214,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182215,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182216,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182220,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182221,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182223,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182226,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182228,1,1,1,1,0,1,1
78011410-3bf6-4dff-a643-566e0af843c2,182231,1,1,1,1,0,1,1
85ab977c-7805-4216-b730-a3be40021de8,159453,0,0,0,0,0,0,0
85ab977c-7805-4216-b730-a3be40021de8,159467,0,0,0,0,0,0,0
85ab977c-7805-4216-b730-a3be40021de8,159487,0,0,0,0,0,0,0
85ab977c-7805-4216-b730-a3be40021de8,159488,0,0,0,0,0,0,0
85ab977c-7805-4216-b730-a3be40021de8,159491,0,0,0,0,0,0,0
85ab977c-7805-4216-b730-a3be40021de8,159512,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159513,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159518,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159519,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159520,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159525,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159526,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159527,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159528,1,0,0,0,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159529,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159530,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159531,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159532,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159533,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159534,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159535,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159538,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159539,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159541,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159543,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159544,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159548,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159551,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159555,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159556,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159557,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159558,1,1,1,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159559,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159560,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159561,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159566,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159568,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159570,1,1,0,1,0,1,0
85ab977c-7805-4216-b730-a3be40021de8,159572,1,1,0,1,0,1,0
